id,yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,citizenship,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,isForcedLabour,isSexualExploit,isOtherExploit,isAbduction,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
45705,2018,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
45706,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
45707,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
45708,2018,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
45709,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
45710,2018,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
45711,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
45712,2018,Hotline,Female,21--23,Adult,Adult,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
45713,2018,Hotline,Female,21--23,Adult,-99,US,1,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
45714,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
45715,2018,Hotline,Female,21--23,Adult,-99,US,1,-99,1,1,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
45716,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
45717,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
45718,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
45719,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45720,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45721,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45722,2018,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,1,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45723,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45724,2018,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45725,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45726,2018,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45727,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45728,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45729,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45730,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,1,-99,-99,-99,0,1,0,-99,1,0,0,0
45731,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45732,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45733,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45734,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45735,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45736,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45737,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45738,2018,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
45739,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45740,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
45741,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45742,2018,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,0,0,0,1
45743,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45744,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45745,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45746,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45747,2018,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
45748,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45749,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45750,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45751,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
45752,2018,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45753,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
45754,2018,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45755,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45756,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45757,2018,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45758,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
45759,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45760,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45761,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45762,2018,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
45763,2018,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46028,2018,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46029,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46030,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46031,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46032,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46033,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46034,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46035,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46036,2018,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46037,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46038,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46039,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46040,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46041,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46042,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46043,2018,Hotline,Female,24--26,Adult,Minor,US,1,1,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46044,2018,Hotline,Female,24--26,Adult,Adult,US,1,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46045,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46046,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46047,2018,Hotline,Female,24--26,Adult,Adult,US,-99,1,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46048,2018,Hotline,Female,24--26,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
46049,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46050,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,1,1,1,1,1,-99,0,1,0,0,1,0,0,0
46051,2018,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
46052,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,1,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
46053,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,1,-99,-99,-99,1,-99,1,0,1,0,0,1,0,0,0
46054,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
46055,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
46056,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
46057,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,-99,1,1,-99,-99,-99,0,1,0,0,0,0,1,0
46058,2018,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
46059,2018,Hotline,Female,24--26,Adult,Adult,US,-99,1,-99,-99,-99,1,1,-99,-99,0,1,0,0,0,0,0,1
46060,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
46061,2018,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46062,2018,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
46063,2018,Hotline,Female,24--26,Adult,Adult,US,1,-99,-99,1,-99,1,1,-99,-99,0,1,0,0,0,1,0,0
46064,2018,Hotline,Female,24--26,Adult,Adult,US,1,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46065,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
46066,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,1,1,1,1,-99,-99,0,1,0,0,0,0,0,1
46067,2018,Hotline,Female,24--26,Adult,Adult,US,1,1,1,-99,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
46068,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
46069,2018,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46070,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46071,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46072,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46073,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46074,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46075,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,1,1,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46076,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46077,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46078,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46079,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46080,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46081,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46082,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46083,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46084,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46085,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46086,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46087,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,1,-99,1,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46088,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46089,2018,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46090,2018,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46091,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46092,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46093,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46094,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46095,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46096,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46097,2018,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46098,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46099,2018,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46100,2018,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46305,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,1,1,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46306,2018,Hotline,Female,27--29,Adult,Minor,US,-99,1,1,1,1,1,1,-99,-99,0,1,0,0,1,0,0,0
46307,2018,Hotline,Female,27--29,Adult,Adult,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
46308,2018,Hotline,Female,27--29,Adult,Adult,US,-99,1,-99,-99,-99,1,-99,-99,-99,0,1,0,0,0,1,0,0
46309,2018,Hotline,Female,27--29,Adult,Adult,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
46310,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
46311,2018,Hotline,Female,27--29,Adult,Adult,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46312,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
46313,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,1,1,1,1,-99,-99,-99,0,1,0,0,1,0,0,0
46314,2018,Hotline,Female,27--29,Adult,-99,US,1,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
46315,2018,Hotline,Female,27--29,Adult,Adult,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
46316,2018,Hotline,Female,27--29,Adult,-99,US,1,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46317,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46318,2018,Hotline,Female,27--29,Adult,Adult,US,1,1,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
46319,2018,Hotline,Female,27--29,Adult,Minor,US,-99,1,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
46320,2018,Hotline,Female,27--29,Adult,Minor,US,-99,-99,-99,1,1,-99,1,-99,-99,0,1,0,0,0,0,1,0
46321,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,1,-99,0,1,0,0,1,0,0,0
46322,2018,Hotline,Female,27--29,Adult,Adult,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
46323,2018,Hotline,Female,27--29,Adult,Minor,US,-99,1,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
46324,2018,Hotline,Female,27--29,Adult,Minor,US,-99,1,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
46325,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
46326,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
46327,2018,Hotline,Female,27--29,Adult,Minor,US,1,1,1,1,1,1,1,-99,-99,0,1,0,0,0,0,1,0
46328,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,1,1,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
46329,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
46330,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
46331,2018,Hotline,Female,27--29,Adult,Minor,US,1,-99,-99,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
46332,2018,Hotline,Female,27--29,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
46333,2018,Hotline,Female,27--29,Adult,Adult,US,-99,1,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
46334,2018,Hotline,Female,27--29,Adult,Adult,US,-99,1,1,1,1,-99,1,1,-99,0,1,0,0,0,1,0,0
46335,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,1,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
46336,2018,Hotline,Female,27--29,Adult,Minor,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
46337,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46338,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46339,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46340,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46341,2018,Hotline,Female,27--29,Adult,Adult,US,-99,1,-99,1,1,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46342,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46343,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46344,2018,Hotline,Female,27--29,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46345,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46346,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46347,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46348,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46349,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,1,1,-99,1,1,-99,-99,0,1,0,-99,0,1,0,0
46350,2018,Hotline,Female,27--29,Adult,Minor,US,-99,1,1,-99,-99,-99,1,-99,-99,0,1,0,-99,0,1,0,0
46351,2018,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46352,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
46353,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46354,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46355,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46356,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46357,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46358,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46359,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46360,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46361,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46362,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
46363,2018,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
