yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,citizenship,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,isForcedLabour,isSexualExploit,isOtherExploit,isAbduction,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,1,1,-99,-99,-99,0,1,0,-99,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,1,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,1,1,-99,-99,-99,0,1,0,0,1,1,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,1,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,1,1,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,1,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,1,-99,1,1,1,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,1,1,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
2017,Hotline,Female,9--17,Minor,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,0,0,1
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,1,-99,1,-99,-99,-99,1,-99,1,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
2017,Hotline,Female,9--17,Minor,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
